,text,user_age,gender,days_on_platform,user_region,label,train_test_split
490,"@user Just to help maintain and boost our status as a world class centre for education, culture and tolerance.",53.13,Other,3749,Middle East/Africa,optimism,Test
491,"@user 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",39.91,Other,3176,Middle East/Africa,anger,Test
492,@user apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,47.55,Other,6256,Asia Pacific,anger,Train
493,@user I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him,32.89,Male,3912,Asia Pacific,sadness,Test
494,"ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger 😩😂",23.2,Male,1931,Middle East/Africa,happiness,Test
495,@user 'Congratulations your Free 1 month has been activated' Then charges £34.80 the same month. Absolutely furious 😡,43.46,Female,4709,Americas,anger,Train
496,"If a cop is going to pull a gun on you for no reason at all and threaten you, you should be able to merk his ass and walk away.",35.01,Male,2437,Asia Pacific,anger,Train
497,@user jeezus God,29.09,Male,2160,Europe,happiness,Train
498,I need some to help with my anger,43.68,Male,4262,Middle East/Africa,anger,Train
499,Just got done watching Jeepers Creepers it was epic #horror #horrormoviesarebest #movies #movie #horrorfilm 🎬📽🎬,33.66,Male,2452,Asia Pacific,happiness,Train
500,Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey,34.85,Male,2753,Europe,sadness,Train
501,second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering,12.99,Male,1547,Middle East/Africa,happiness,Train
502,"Look at us, smiling in the photograph♪ You can see the secrets behind the fake smiles♪ (*・ω・*) (©FACT「a fact of life」)",42.09,Other,682,Americas,happiness,Train
503,It's been 5 weeks and I still go through depression smh,16.47,Other,4362,Asia Pacific,sadness,Train
504,We have left #Maine. #sadness,27.76,Male,2903,Asia Pacific,sadness,Test
505,"@user Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",38.96,Female,3093,Asia Pacific,sadness,Train
506,Howl at the moon with @user at @user next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED,43.94,Female,1049,Asia Pacific,anger,Train
507,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,50.35,Other,1073,Asia Pacific,sadness,Train
508,“What worries you masters you.” - Haddon Robinson @user #Jesusisthesubject   #anxious,34.42,Male,1535,Asia Pacific,optimism,Test
509,Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin,45.67,Male,1793,Americas,optimism,Test
510,I wouldn't have #anger issues.....if she didn't have #lying issues.....think about that one. #pow #lies #confusion,41.44,Female,2836,Europe,anger,Train
511,When you have 15 doe run the opposite side of you 🙁,21.08,Female,1754,Middle East/Africa,sadness,Test
512,Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18,40.8,Other,1367,Europe,anger,Train
513,"@user he's stupid, I hate him lol #bitter",37.0,Female,3025,Asia Pacific,anger,Train
514,People are trying too hard to hate on Cam Newton without understanding his position #sad,20.25,Female,3714,Europe,sadness,Train
515,Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @user \n'You're half full of @user,42.52,Female,2236,Americas,anger,Test
516,@user did it not just enliven your soul,39.82,Female,4751,Asia Pacific,happiness,Train
517,Now ...what to do for the next hour while waiting for #OurGirl to start @user ?!,33.34,Male,627,Europe,optimism,Test
518,"@user @user @user @user @user @user @user Oh god, not Brewer again. The horror, the horror",52.46,Male,3746,Europe,anger,Train
519,Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating.  #smrtruinslives,32.73,Female,2597,Middle East/Africa,anger,Test
520,i was angry.,13.97,Male,2997,Asia Pacific,anger,Train
521,I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming,38.21,Other,5022,Europe,anger,Train
522,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,45.74,Other,1633,Asia Pacific,optimism,Test
523,@user @user You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage,14.06,Female,1298,Europe,anger,Train
524,@user @user WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough,21.26,Male,3080,Europe,sadness,Test
525,@user ehhh I guess. I want to everyone I've ever burst out laughing in front of😂,32.98,Female,62,Americas,happiness,Train
526,"My boss likes to stand in my office &amp; smile at me like a shark: maliciously gleeful, and ask me how am I as if I have a secret to tell her.",37.68,Male,2144,Middle East/Africa,anger,Test
527,#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.,36.35,Female,3803,Middle East/Africa,sadness,Train
528,🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain,35.12,Female,1401,Europe,anger,Train
529,@user how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod,19.64,Male,81,Europe,anger,Train
530,@user @user only offering 6 moth warranty #ps4pro  #truth #ripoff,43.01,Female,5315,Americas,anger,Train
531,@user there was a US diver named steele johnson. i'd like him barred from the olympics.,38.77,Female,2097,Europe,anger,Test
532,And here we go again 😓 #restless,53.07,Female,1457,Middle East/Africa,sadness,Test
533,"@user Give it up Gas, I don't hate u, I just don't respect ur rudeness. #bully",39.45,Female,6001,Americas,anger,Train
534,whats with these boxes when i search google on chrome  #distracting,43.96,Other,3824,Asia Pacific,anger,Test
535,"When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott",43.32,Male,4803,Middle East/Africa,sadness,Test
536,"@user It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp",34.22,Female,1162,Europe,anger,Test
537,@user terrible,17.2,Male,3737,Middle East/Africa,anger,Train
538,"@user I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate",33.98,Female,5170,Europe,anger,Train
539,Democracy doesn't work\n #mob #mentality #mass #hysteria  #mongering #oligarchy,30.87,Male,2547,Europe,anger,Train
540,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans,27.35,Male,2753,Europe,sadness,Train
541,@user @user give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;,41.49,Male,404,Americas,happiness,Test
542,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted,38.73,Male,3517,Asia Pacific,anger,Train
543,@user @user welcome ji . sorry for words that irritate u,47.91,Female,1461,Middle East/Africa,anger,Train
544,Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.,40.08,Female,4600,Americas,anger,Train
545,Goddamn headache. #anger,29.27,Male,2354,Europe,anger,Train
546,"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour",33.37,Female,1456,Americas,anger,Train
547,Glad I didn't watch smackdown because I can't see my men @user @user lose. #sohurt #revenge,24.3,Male,3531,Asia Pacific,anger,Train
548,#LMFAO @user 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence  #libtard #biasedmedia #neverHillary,32.52,Female,6982,Asia Pacific,anger,Train
549,Hate when guys cant control their anger 🙃🙃,29.36,Male,4745,Americas,anger,Test
550,Just caught up with @user wonderful new series on #EalingComedies. Infectious delight in every interview and film clip.,30.8,Female,1770,Middle East/Africa,happiness,Test
551,So Rangers v Celtic ll #revenge,30.56,Female,3179,Middle East/Africa,anger,Train
552,"@user unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things",44.36,Male,1589,Europe,anger,Train
553,"@user @user @user @user These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.",14.8,Male,2534,Europe,anger,Test
554,Omg he kissed her🙈  #w,34.34,Male,1026,Americas,happiness,Test
555,@user Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness,38.3,Female,4859,Asia Pacific,sadness,Train
556,Lot 100 would give Ghandi road rage,37.52,Female,2637,Americas,anger,Train
557,Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅,38.05,Male,3136,Asia Pacific,anger,Test
558,@user #worst exec complaints ever #horrific customer journey,44.88,Male,4512,Asia Pacific,anger,Train
559,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,24.38,Other,2489,Europe,anger,Test
560,@user @user @user #bully #Bullshit #fullofshit please take out the #garbage,61.07,Female,1348,Europe,anger,Test
561,@user she looks completely #rabid @user,44.86,Male,1566,Americas,happiness,Train
562,"@user I'm always a little bit weary of speaking up because 1. I don't want to hijack the convo - as an LGBT person, I've seen",43.13,Male,4198,Middle East/Africa,anger,Test
563,"@user shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it",47.94,Female,862,Asia Pacific,anger,Train
564,"We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations",25.82,Female,2006,Americas,happiness,Train
565,"@user it doesn't offend me but it's just,,, Weird.",54.86,Female,1354,Americas,sadness,Train
566,"@user hit the sink with a hammer... sorry, the universal modifier!",43.84,Male,838,Europe,sadness,Test
567,"@user not received verification email, asked for it to be resent 5 times still nothing.",25.51,Other,757,Americas,anger,Train
568,@user i would just get some decent referees #shocking,22.26,Male,5466,Asia Pacific,anger,Train
569,"@user Forget the hair, that salon looks so light &amp; cheery! Would go there for a coffee &amp; read a book!",40.97,Female,4487,Middle East/Africa,happiness,Train
570,@user \nIf this room was burning 🔥,51.43,Female,4034,Americas,anger,Test
571,@user @user candy corn is the greatest candy in the world when it comes to being objectively terrible,26.73,Male,7703,Middle East/Africa,anger,Train
572,You insult the late Sherri Martel,40.38,Female,2729,Asia Pacific,anger,Train
573,"I hate that if I don't start the conversation, there won't be one.",58.13,Female,3766,Middle East/Africa,anger,Test
574,@user yes Hun! Avoid at all costs!!,21.26,Male,4051,Americas,anger,Test
575,When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.,34.06,Male,5195,Middle East/Africa,optimism,Test
576,Happy 69th @user May u keep haunting us for many years. #horror #writing,41.12,Female,3594,Europe,happiness,Train
577,@user #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon,50.25,Male,3961,Europe,anger,Train
578,I mourn the creativity lost.,33.69,Female,2804,Asia Pacific,sadness,Test
579,@user take deep breaths bc the shaking could be from adrenaline. Oh wow that's weird. Depending if you're regular or not that varies-,24.26,Male,5830,Europe,sadness,Train
580,Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted.,43.39,Female,511,Europe,sadness,Train
581,nooooo. Poor Blue Bell! not again.,32.41,Female,77,Americas,sadness,Train
582,@user @user an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD!,61.74,Female,2092,Americas,anger,Test
583,Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day,16.24,Female,4356,Americas,happiness,Test
584,"Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist",42.96,Male,4507,Middle East/Africa,sadness,Train
585,"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. #horrible",51.61,Female,3101,Europe,anger,Train
586,@user @user @user I once hooked them up backward. Not recommended. #smoke,36.2,Female,4211,Europe,anger,Test
587,follow my girl tiff she only got 3 followers💖💘💖💘💘 @user,61.56,Male,5390,Europe,sadness,Train
588,Getting so excited for @user 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #blues #jam,38.93,Male,2877,Europe,happiness,Train
589,Love how Megan is raging about this Kendall Jenner photo and I'm sat here like 🤔🙃,32.72,Female,4282,Americas,anger,Test
590,Think of #anger as this barrier between you and your truth.' @user,53.2,Male,3083,Americas,anger,Train
591,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage,56.07,Female,1445,Americas,anger,Test
592,@user @user YES! I am rejoicing,27.65,Female,4476,Americas,happiness,Train
593,Forgot to plug the phone in overnight #nightmare,29.2,Male,4096,Americas,sadness,Train
594,The war is right outside your door #rage #USAToday,37.29,Female,822,Asia Pacific,anger,Test
595,Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz #blues,35.8,Female,4795,Americas,sadness,Train
596,"@user haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!",9.31,Female,1394,Middle East/Africa,anger,Train
597,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help  #heart #HeartRacing,34.73,Male,4271,Middle East/Africa,optimism,Test
598,“Competition is suppose to motivate you to do better everytime not to be bitter all the time” -De philosopher DJ Kyos \n#quote #success #CSGO,23.0,Female,4282,Asia Pacific,optimism,Test
599,"_Her mind is a #dark room,\nDeveloping #Madness  ♨😘",33.98,Male,1454,Europe,anger,Train
600,What's the worst affliction that you or someone you know ever convinced yourself you had?,30.97,Male,218,Americas,sadness,Test
601,"warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~",38.89,Male,5755,Asia Pacific,anger,Test
602,Like he really just fucking asked me that. #offended,42.07,Male,3291,Asia Pacific,anger,Train
603,@user haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,40.46,Other,1551,Europe,anger,Test
604,Have to say that third City kit is fucking awful. Someone at Nike wants shooting.,27.18,Female,2873,Asia Pacific,anger,Train
605,Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo.,37.88,Male,1175,Americas,anger,Train
606,I just want to be in Canada rn 😭 awe,47.81,Female,1033,Asia Pacific,sadness,Test
607,@user @user @user N-no. Because of your wrath.,38.08,Female,4123,Americas,anger,Test
608,"@user @user @user The way my blood is boiling, little bastards!",36.44,Male,5902,Americas,anger,Train
609,"@user @user @user I'm sadly not, I'm just being smutty",40.09,Female,2054,Asia Pacific,sadness,Train
610,@user but  @user drugged and raped those women. At least you and Barb were sober and consenting!!,41.67,Female,7061,Americas,anger,Test
611,@user awe yay wish i could rt /:,43.44,Male,3208,Europe,happiness,Train
612,@user   How dull.,48.33,Male,2581,Asia Pacific,sadness,Train
613,#Anger or #wrath is an intense emotional response.,24.81,Male,5849,Americas,anger,Test
614,I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn,46.89,Male,4484,Americas,happiness,Test
615,Chart music is pretty much ALL the same..,31.55,Female,477,Americas,happiness,Test
616,Mom you remember when Narley died? You cried like a baby!,40.24,Male,1820,Asia Pacific,sadness,Train
617,@user @user @user I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers,48.85,Male,3922,Americas,anger,Train
618,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),31.15,Female,1183,Asia Pacific,happiness,Train
619,Why do I have such bad anxiety it's annoying,22.72,Male,283,Americas,anger,Train
620,Overwhelming sadness.  This too shall pass.  #lonley #startingover,34.75,Female,4135,Asia Pacific,sadness,Train
621,second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL,21.65,Female,3561,Europe,happiness,Test
622,"Everything is far away because time is short, no rest for the weary.",45.78,Female,5035,Europe,sadness,Train
623,@user @user well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric,16.67,Other,324,Asia Pacific,sadness,Train
624,Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre,36.61,Female,2150,Americas,optimism,Test
625,i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃,26.92,Male,4546,Middle East/Africa,happiness,Train
626,@user it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie,33.45,Male,43,Americas,anger,Train
627,Harking back to 2012 - DT's challenge to @user will give...DT a hearty thank you...if he will release his tax returns....,15.88,Female,5279,Asia Pacific,happiness,Test
628,@user  cheering for @user and @user,45.66,Female,1398,Asia Pacific,happiness,Test
629,I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit,55.3,Male,2729,Europe,anger,Train
630,"there is no shame in fear, what matters is how we face it.",42.45,Female,1420,Asia Pacific,optimism,Test
631,@user #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process #sadness,37.77,Male,911,Europe,sadness,Test
632,"@user  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",37.44,Female,4243,Europe,sadness,Test
633,@user Content updates provoke that income.,26.1,Male,197,Americas,happiness,Train
634,"@user @user I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.",30.59,Male,1932,Americas,optimism,Test
635,"@user I was talking about further in the expansion, with more gear - fury always does well towards the end",30.28,Male,3980,Asia Pacific,anger,Train
636,Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory,38.31,Female,4022,Americas,happiness,Test
637,"@user @user shocking work ethic by our players, Rooney stifled by their laziness",26.51,Female,4919,Americas,anger,Train
638,I can't believe @user can't put up even 3 points on @user #horrible #hugeletdown,34.24,Other,94,Asia Pacific,anger,Train
639,for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for,50.36,Male,1462,Middle East/Africa,sadness,Test
640,"Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?",26.43,Other,2217,Asia Pacific,anger,Train
641,I know it's the final day of summer when it's the finale of @user #sadness,45.22,Female,4732,Asia Pacific,sadness,Train
642,Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 it's gonna take fucking forever to download lol,27.98,Female,5251,Asia Pacific,anger,Train
643,@user @user @user This shit is gonna start a cold war of who can flag who first.,38.18,Female,2843,Americas,anger,Train
644,@user Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,34.16,Female,1991,Europe,sadness,Test
645,You forever straight so fix that frown u good😇 @user,20.49,Male,2822,Asia Pacific,happiness,Train
646,Early morning cheerfulness can be extremely obnoxious #ALDUB62ndWeeksary,36.86,Male,4082,Asia Pacific,happiness,Train
647,Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media.,47.4,Male,2431,Middle East/Africa,anger,Train
648,I guess #bradangelina &gt; #anger &gt; #blacklivesmatter,32.68,Female,4839,Middle East/Africa,anger,Train
649,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,42.05,Male,3953,Americas,anger,Train
650,@user @user Did they get the wrong fur Pal? #shocking 😱,24.42,Male,440,Europe,sadness,Train
651,"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over #fear #Moses",44.91,Female,4586,Asia Pacific,optimism,Test
652,"@user @user evil, rich white men and their fucking cronies in intelligence/gov/academia using blithe blacks as fodder",41.89,Male,1578,Asia Pacific,anger,Test
653,Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them #optimism,27.83,Male,1569,Middle East/Africa,optimism,Test
654,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @user #WannaGetAway #Contest #sad,48.08,Female,2054,Asia Pacific,sadness,Train
655,Literally being here makes me depress tbh,35.4,Female,1128,Europe,sadness,Test
656,I wish the next madden has a story mode too. Just like Fifa 17,21.26,Female,5176,Asia Pacific,optimism,Test
657,Do not grow weary in doing good.'\n\n-@billclinton,28.41,Male,2676,Europe,optimism,Train
658,Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading,32.62,Female,2491,Americas,happiness,Train
659,#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole,20.08,Male,6123,Europe,sadness,Test
660,"I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon, any ideas for names? What gender do I choose",25.41,Male,3339,Americas,optimism,Test
661,@user @user @user @user please. Or you could be clouded by your passion. Emotion leads you from the truth.,30.82,Female,2434,Europe,optimism,Test
662,Quinn's short hair makes me sad.,41.09,Female,934,Asia Pacific,sadness,Train
663,Drop every fear...,39.5,Female,4203,Asia Pacific,optimism,Test
664,Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,35.09,Female,1793,Asia Pacific,optimism,Test
665,I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,30.39,Female,1500,Americas,anger,Test
666,What day is it #lost,10.66,Male,2370,Americas,sadness,Train
667,You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!,35.48,Male,3795,Europe,optimism,Test
668,#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @user,30.74,Female,4658,Europe,happiness,Train
669,Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops,38.43,Male,3451,Americas,anger,Train
670,"@user don't I know it, try not to fret my sweet little pupper",28.79,Male,639,Americas,anger,Train
671,People too weak to follow their own dreams will always find a way to discourage yours.,36.66,Female,3254,Middle East/Africa,sadness,Train
672,No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.,27.7,Female,4766,Europe,anger,Train
673,"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @user dying, and burst into tears... Smh",41.18,Female,1255,Europe,sadness,Test
674,@user peanut butter takes away the sting,27.55,Male,1020,Asia Pacific,optimism,Train
675,Angel got me nervous out here 😷,33.57,Female,2340,Europe,sadness,Train
676,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad,26.05,Male,2018,Americas,sadness,Test
677,no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute,35.76,Male,5353,Middle East/Africa,happiness,Train
678,"@user its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!",27.27,Female,1696,Americas,happiness,Train
679,@user @user @user That might sting for a bit lads but you'll get over it.     #betterwithsinnfein,54.1,Female,3699,Americas,optimism,Test
680,"@user yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism",29.36,Female,767,Middle East/Africa,anger,Train
681,13 hour @user rides make me  #sorry,35.54,Male,1968,Americas,sadness,Train
682,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,29.09,Female,884,Europe,sadness,Train
683,"{Strong hands moving to firmly grope each of @user thighs, squeezing as her digging nails extract a growl from me.}",40.12,Other,1792,Asia Pacific,anger,Train
684,Rojo is hilarious,44.91,Male,1329,Americas,happiness,Train
685,"@user They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people",43.86,Female,3927,Americas,happiness,Train
686,is it bad that kurt is literally me..?,18.89,Male,4286,Europe,sadness,Test
687,@user @user the refs are in GT's favor tonight. #terrible,26.77,Female,6998,Europe,anger,Train
688,"Not sorry for that burst of anti #Allo spam, fuck any messaging app launching in 2016, without encryption on by default.",30.21,Female,1930,Asia Pacific,anger,Test
689,Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday,31.21,Male,768,Americas,anger,Train
690,How sad is it that I'm rejoicing over a 72💀 #collegekills,26.76,Male,5380,Europe,sadness,Train
691,#aliens #zombie #gore #slash #ghost #sith #horror I love it all. 🔪,18.17,Male,3785,Asia Pacific,happiness,Train
692,Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness,44.11,Female,4694,Middle East/Africa,sadness,Train
693,The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,32.18,Other,1757,Middle East/Africa,sadness,Test
694,Even a pencil✏ never #stayed  with me until it's #end ⚫ 😞,43.65,Male,2351,Americas,sadness,Test
695,"@user where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",22.3,Female,773,Middle East/Africa,anger,Train
696,I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid ,45.65,Female,70,Europe,sadness,Train
697,@user @user @user @user @user goddamn...the 'celebrity' draft at the end was classic. #hilarious,38.46,Female,2353,Asia Pacific,happiness,Test
698,Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless,46.59,Female,3911,Asia Pacific,sadness,Train
699,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous.,43.5,Male,2136,Americas,anger,Train
700,It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @user #waitingforexplanation,39.22,Male,3353,Americas,sadness,Train
701,Marcus Rojo is the worst player i have ever seen. Useless toasting burning bastard,31.69,Male,2477,Europe,anger,Train
702,#bcwinechat what's the most common method used to make BC #sparkling #wine?,43.46,Female,1969,Europe,happiness,Train
703,Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd,44.9,Male,4059,Europe,optimism,Test
704,@user And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @user,50.56,Male,5302,Europe,anger,Train
705,Should've stayed at school cause ain't nobody here,38.33,Male,4438,Europe,sadness,Train
706,@user @user Not a word about terrorism.,22.7,Other,3899,Americas,anger,Train
707,My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher,28.57,Male,2072,Asia Pacific,sadness,Test
708,@user hannah stop being mournful and chill 💁,47.32,Female,731,Asia Pacific,sadness,Train
709,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,44.12,Other,5871,Europe,anger,Train
710,"@user Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! #awful",18.29,Female,2132,Europe,sadness,Test
711,I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,34.89,Female,2107,Europe,sadness,Train
712,@user @user what I miss? #outrage,35.53,Other,2337,Americas,anger,Test
713,Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se intimidation'?,36.92,Female,5366,Europe,anger,Test
714,@user against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄,42.27,Male,1237,Middle East/Africa,anger,Train
715,Well @user Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @user @user,26.3,Male,3279,Asia Pacific,anger,Test
716,Radio shake mutli directional mike it might sound cheap but the sound wasn't that bad and you could do some mixing.,30.04,Other,3097,Europe,optimism,Test
717,@user What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate,45.33,Male,722,Americas,anger,Train
718,"@user I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",30.44,Female,1668,Americas,sadness,Train
719,"@user he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!",20.23,Female,1588,Middle East/Africa,anger,Train
720,Condolences to the  JC and the Georges family.. #sad,33.47,Male,1431,Americas,sadness,Train
721,Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,33.43,Female,2188,Middle East/Africa,happiness,Test
722,While we focus on issue of #IPCA @user Indulges in #intimidation @user @user @user @user #StopCruelty,42.49,Male,2192,Middle East/Africa,optimism,Test
723,"Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?",42.52,Female,5861,Americas,sadness,Test
724,Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!,34.21,Female,2291,Americas,anger,Test
725,@user he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees,50.55,Female,2399,Asia Pacific,happiness,Train
